module;timestamp;io_context;count;action;source;target;query;duration_ms;user;cwd;meta;caller_1_file;caller_1_line;caller_1_function;caller_2_file;caller_2_line;caller_2_function;caller_3_file;caller_3_line;caller_3_function;caller_4_file;caller_4_line;caller_4_function;caller_5_file;caller_5_line;caller_5_function;caller_6_file;caller_6_line;caller_6_function;caller_7_file;caller_7_line;caller_7_function;caller_8_file;caller_8_line;caller_8_function;caller_9_file;caller_9_line;caller_9_function;caller_10_file;caller_10_line;caller_10_function
test_module;2025-12-15 11:31:33;primary_tests-io_ctx_id-ad0dbc15-4cb9-4029-8188-913a2f1fc258;1;pyodbc.cursor.execute;;;"DELETE FROM random_data WHERE rowid > 5;";0.3861250006593764;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;48;pyodbc_execute_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_primary.py;46;run_primary_tests;<ipython-input-1-e6c6a9cad5b1>;9;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;primary_tests-io_ctx_id-ad0dbc15-4cb9-4029-8188-913a2f1fc258;1;pyodbc.cursor.execute;;;"SELECT count(*) as count FROM random_data;";0.030500006687361747;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2664;execute;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2728;read_query;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;708;read_sql;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_primary.py;48;run_primary_tests;<ipython-input-1-e6c6a9cad5b1>;9;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner
test_module;2025-12-15 11:31:33;primary_tests-io_ctx_id-ad0dbc15-4cb9-4029-8188-913a2f1fc258;1;pd_read_sql;<data_lineage.runtime_hooks.io_hooks_py._HookedPyodbcConnection object at 0x125319e10>;;"SELECT count(*) as count FROM random_data;";4.438666001078673;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_primary.py;48;run_primary_tests;<ipython-input-1-e6c6a9cad5b1>;9;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pd_read_csv;/Users/gregorheyne/Documents/coding/data_lineage/tmp_data_io/sample_data.csv;;;1.2668330018641427;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;21;load_data;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;25;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pd_read_pickle;/Users/gregorheyne/Documents/coding/data_lineage/tmp_data_io/sample_data.pkl;;;0.15329199959523976;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;22;load_data;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;25;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pyodbc.cursor.execute;;;"DROP TABLE IF EXISTS random_data_secondary;";0.2197499998146668;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;48;pyodbc_execute_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;31;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pyodbc.cursor.execute;;;"
        CREATE TABLE random_data_secondary (
            id INTEGER PRIMARY KEY,
            col_1 REAL,
            col_2 REAL,
            col_3 REAL,
            col_4 REAL,
            col_5 REAL,
            col_6 REAL,
            col_7 REAL,
            col_8 REAL,
            col_9 REAL,
            col_10 REAL
        );
        ";0.13862500054528937;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;48;pyodbc_execute_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;32;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;10;pyodbc.cursor.execute;;;"
            INSERT INTO random_data_secondary (col_1, col_2, col_3, col_4, col_5, col_6, col_7, col_8, col_9, col_10)
            VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?);
            ";0.8406680062762462;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;48;pyodbc_execute_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;55;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pyodbc.cursor.execute;;;"SELECT * FROM random_data_secondary LIMIT 10;";0.09424999734619632;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2664;execute;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2728;read_query;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;708;read_sql;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;59;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pd_read_sql;<data_lineage.runtime_hooks.io_hooks_py._HookedPyodbcConnection object at 0x1045cb650>;;"SELECT * FROM random_data_secondary LIMIT 10;";4.480292001971975;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;59;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pyodbc.cursor.executemany;;;"
        INSERT INTO random_data_secondary (col_1, col_2, col_3, col_4, col_5, col_6, col_7, col_8, col_9, col_10)
        VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?);
        ";3.1018329973449;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;58;pyodbc_execute_many_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;69;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pyodbc.cursor.execute;;;"SELECT count(*) as record_count FROM random_data_secondary;";0.028208996809553355;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{'status': 'success'};/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2664;execute;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;2728;read_query;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/pandas/io/sql.py;708;read_sql;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;73;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner
test_module;2025-12-15 11:31:33;secondary_tests-io_ctx_id-6c364b5c-d0d8-43d7-a4f1-2add6dedd067;1;pd_read_sql;<data_lineage.runtime_hooks.io_hooks_py._HookedPyodbcConnection object at 0x125122910>;;"SELECT count(*) as record_count FROM random_data_secondary;";4.0954169962788;gregorheyne;/Users/gregorheyne/Documents/coding/data_lineage;{};/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_utils.py;41;read_sql_sqlite;/Users/gregorheyne/Documents/coding/data_lineage/tests/io_tests_secondary.py;73;run_secondary_tests;<ipython-input-1-e6c6a9cad5b1>;10;<module>;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3699;run_code;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3639;run_ast_nodes;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3394;run_cell_async;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/async_helpers.py;128;_pseudo_sync_runner;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3171;_run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/IPython/core/interactiveshell.py;3116;run_cell;/Users/gregorheyne/miniconda3/envs/transfer/lib/python3.11/site-packages/ipykernel/zmqshell.py;663;run_cell
